tank_id,species,avg_daily_temp,num_fish,day_length,tank_volume,size_day_30
148,tilapia,23.684574778116016,104,11,399.5083701247494,2789.2260564903618
149,tilapia,24.13635073020444,102,11,399.6945834461639,2781.151651534409
150,tilapia,22.63980396709422,101,10,399.68807337001226,2781.9872883205535
151,tilapia,23.046342372729093,98,9,401.2637161821696,2786.045070617314
152,tilapia,23.224748196063214,99,8,400.19925324305893,2781.583887934921
153,tilapia,23.06082763808076,101,11,400.96591873993356,2784.5372527987765
154,tilapia,23.693085162133013,104,10,401.79124691095484,2782.2501208432786
155,tilapia,23.889860009281712,97,11,398.6152585283167,2786.817314251474
156,tilapia,23.653604433100124,102,9,399.21539387651444,2786.130210147923
157,tilapia,23.398380227669563,95,10,399.33198524398665,2788.373293343363
158,tilapia,23.26596931380294,101,10,399.88174279970343,2772.9857370932214
159,tilapia,24.040555750019486,106,9,398.9267141217684,2779.635883007188
160,tilapia,24.049862602864497,99,11,399.1802413288672,2778.867051967241
161,tilapia,23.879162124702628,103,11,400.1822155395017,2785.023046456946
162,tilapia,24.15895801917061,103,10,399.6219609898382,2780.661341389518
163,tilapia,24.675277827607097,98,10,399.79643895516466,2779.273369163119
164,tilapia,23.980588566049793,101,12,400.35767698502787,2780.91817703258
165,tilapia,23.881814702972584,101,11,401.38527478179725,2781.288946719367
166,tilapia,23.871652967558823,97,11,400.31054607027903,2776.8906956524565
167,tilapia,23.745436334883138,107,10,400.3821996447203,2783.6138068247196
168,tilapia,23.46915848888696,104,8,400.9878936420088,2778.7689397547874
169,tilapia,24.041275215865426,99,11,401.3449454034314,2776.2208907173954
170,tilapia,23.15272156561415,100,9,400.02713985259504,2787.9151136342457
171,tilapia,24.255043319518226,97,10,400.37093872894246,2785.642927771814
172,tilapia,23.914895048773133,101,10,400.9308682989889,2786.906858121709
173,tilapia,24.883961511188797,99,10,400.01720227194255,2780.4153721739062
174,tilapia,24.038542210213567,95,10,399.38408836098404,2788.192228253519
175,tilapia,23.774191443294267,103,9,401.049499411194,2779.6153373577854
176,tilapia,23.33959550192264,98,10,400.01435930689144,2785.2786125438124
177,tilapia,23.760271319423694,103,9,399.8177123460523,2776.0836254287233
178,tilapia,24.08946580110905,100,9,400.32957723575834,2783.8208122815413
179,tilapia,23.192675711545775,97,10,400.1027683914579,2782.80459689635
180,tilapia,23.504127301532975,96,9,401.54389016637856,2792.553222144199
181,tilapia,24.262875408818513,98,10,400.5653567461517,2777.952152742116
182,tilapia,24.44102414201168,101,13,399.77677318805684,2779.921163854869
183,tilapia,24.25971348076516,98,10,399.535744506627,2782.14469090644
184,tilapia,23.38960895720312,98,10,399.3497437717182,2787.2486024394734
185,tilapia,24.55873448438246,102,10,399.5588196317894,2780.023028522605
186,tilapia,24.35208069053948,100,10,401.5702034662402,2780.706694642582
187,tilapia,23.539527858486586,98,11,399.5935006317365,2776.9649672599767
188,tilapia,23.05968685387528,98,11,400.5724879846771,2775.158495416734
189,tilapia,23.186790557017737,102,9,399.1438454548972,2787.1602576328896
190,tilapia,23.61464697684303,102,11,399.3809746239604,2784.5937051612514
191,tilapia,22.931404898526424,102,10,400.89618723897416,2789.5525278851583
192,tilapia,24.59407168622889,102,9,399.89591326252906,2783.3031490163307
193,tilapia,24.28402140543297,92,9,401.1828469016371,2788.026122649574
194,tilapia,24.366927566191933,97,11,400.75629192161847,2784.6186574062403
195,tilapia,24.296356636921022,103,9,400.4670938672293,2776.6288617870587
196,tilapia,22.882522620889805,99,10,399.6142581837513,2780.2657500437417
197,tilapia,23.490284591942064,100,9,399.90832735020746,2782.935633936574
198,tilapia,23.69818610371613,100,11,398.55609483243154,2787.131267085775
199,tilapia,23.697108941144894,104,11,399.4187302991582,2775.47489392133
200,tilapia,24.11241261579931,94,10,400.98847830133394,2780.162668008751
201,tilapia,23.266004253982533,101,11,399.71734663996426,2784.2325703210277
202,tilapia,24.734842069198933,99,10,400.6633394274407,2779.223098503735
203,tilapia,24.012439212286054,93,9,399.97097819434276,2779.3505448832293
204,tilapia,24.02650094680574,99,10,398.98950793159435,2780.2067245497547
205,tilapia,24.1590910604559,100,10,400.20604505042706,2790.738514855183
206,tilapia,24.527163891303374,97,10,401.61526958475787,2783.423928189132
207,tilapia,24.70356698628107,102,9,399.97904591899396,2794.1208380776357
208,tilapia,23.651726644298684,100,11,399.77677947454157,2779.2623573100723
209,tilapia,23.88471447668599,101,11,399.80063935221256,2774.581408148449
210,tilapia,24.536950361545436,100,10,400.3644732564552,2786.339335695033
211,tilapia,24.34893922913349,99,10,399.37312138415535,2790.008115736591
212,tilapia,23.981689010741178,101,8,400.6537472884695,2773.822206545272
213,tilapia,23.3048204847566,104,9,398.9726954981781,2786.28313183706
214,tilapia,24.94488535487227,102,9,399.6422655589226,2784.333330759901
215,tilapia,23.80319480997691,97,11,398.62638924610695,2786.496235902541
216,tilapia,23.522544757641263,100,9,399.4238433350582,2782.6667190494645
217,tilapia,24.22956960693499,103,8,400.8141440336662,2784.1212115945373
218,tilapia,23.800478030808417,102,11,400.98194621576243,2778.5841953183553
219,tilapia,24.05350775943047,103,9,400.76710990349505,2780.8292039320477
220,tilapia,23.78434379470994,104,8,401.09265900981245,2774.604461020444
221,tilapia,24.16227494012374,101,10,399.37393278263966,2779.795223146661
222,tilapia,24.447145681097638,103,9,399.15525155458283,2774.790854890984
223,tilapia,24.47358889465819,94,11,400.41460641114827,2786.966949556369
224,tilapia,24.377464953734155,103,10,400.56261837841515,2786.5897037634027
225,tilapia,23.77322321907881,100,11,399.4862245384786,2771.0276350747476
226,tilapia,25.148351157858876,96,10,398.2679840269206,2780.8001851635413
227,tilapia,23.103622878956575,109,12,400.1446213962008,2790.8524091290083
228,tilapia,23.6376778903918,100,10,398.8602079469764,2780.052650957114
229,tilapia,24.933348118578547,99,8,399.2969934428034,2778.3270504434468
230,tilapia,24.62574588295098,98,11,399.9718089700312,2783.4184101971246
231,tilapia,23.78291469356989,102,10,398.9729387921156,2774.1324747329136
232,tilapia,23.881557998929452,96,10,401.01147218492673,2778.0629647395267
233,tilapia,23.19692025003995,100,10,400.4669011441204,2781.390892007592
234,tilapia,24.59583335975649,103,9,398.85420498562985,2784.3081978333407
235,tilapia,24.04422836973839,101,10,401.21693292112747,2782.7062895741215
236,tilapia,23.541361586824298,95,10,401.18159641456833,2783.84145747073
237,tilapia,23.756949862269337,100,11,399.10339001670997,2784.161562907498
238,tilapia,23.271304096935065,103,10,400.4765702569824,2783.844322579769
239,tilapia,23.80751996463041,108,9,399.2353574833652,2780.923008021694
240,tilapia,24.2841928494115,101,11,398.8322394197882,2773.619731150864
241,tilapia,23.114809766933533,105,9,399.423142821299,2775.43297253137
242,tilapia,24.047609492698957,97,11,399.7903041094818,2782.1419777096385
243,tilapia,24.545155570616505,106,11,400.2265650263326,2777.827775759003
244,tilapia,22.92913648501891,102,10,398.45533402483676,2773.528258383237
245,tilapia,23.34830965444401,100,11,400.237837164544,2783.9924186199473
246,tilapia,23.542105506920233,100,11,398.30265615332,2792.097619160581
247,tilapia,23.74267552572257,103,10,398.9626942634233,2788.8836851034243
248,tilapia,23.740147898144837,106,10,399.1549818123259,2790.333143821887
249,tilapia,22.98723866653533,103,11,402.0000718954885,2782.397299014707
250,tilapia,23.66151382161787,100,10,401.2643699951332,2779.126586199603
251,tilapia,23.466325464026813,99,10,399.061929532599,2784.0451903093917
252,tilapia,23.562855084915896,103,10,399.5003977858471,2783.3177373258773
253,tilapia,23.837590835831914,101,11,400.4382730022549,2782.481355572387
254,tilapia,23.700158900857254,105,10,399.39918907159165,2776.0035875051435
255,tilapia,23.96042883209525,101,12,399.5282345543007,2794.9678377375153
256,tilapia,24.237074929441825,98,10,400.4526945527992,2783.593090983767
257,tilapia,24.626014998684578,101,11,401.59130436432446,2781.1324386645388
258,tilapia,24.292324692272857,101,9,400.4431627583504,2781.7621991796977
259,tilapia,23.80648613123327,100,9,399.9148014442796,2785.1018393308887
260,tilapia,24.835732206749004,105,13,400.24635943618375,2789.2368858952927
261,tilapia,24.601096922544258,95,8,400.31928207271005,2787.6182346617957
262,tilapia,23.73166824860416,96,8,399.2542667587503,2776.522501779344
263,tilapia,24.057460896559494,94,11,400.32992039383316,2785.490917862338
264,tilapia,24.399484707049616,101,10,399.4527831040197,2773.8612307764934
265,tilapia,24.024660576212202,101,9,400.900837552793,2786.012453580238
266,tilapia,24.25241549956587,94,12,399.5744123953302,2780.4661818314535
267,tilapia,23.997065110870537,99,10,399.3433997221684,2784.799201484382
268,tilapia,23.2915058564725,99,11,399.15923127093583,2786.2791458434767
269,tilapia,23.11322011433328,102,8,401.46492361991744,2777.6578891580957
270,tilapia,24.002733234853746,103,9,401.46813462418214,2780.8427911052263
271,tilapia,24.258692839232147,103,11,399.5215446996329,2789.6963645553465
272,tilapia,24.10974759379764,100,11,399.65048363264236,2783.056694011075
273,tilapia,24.030513899528476,95,9,399.86308748856993,2794.273295671256
274,tilapia,24.319573822919445,94,10,399.34140127655206,2788.321784275927
275,tilapia,24.25645732725104,96,10,399.247972723371,2782.7711500018063
276,tilapia,22.989632459382317,98,10,399.50179580678525,2781.5809797258603
277,tilapia,23.816149794735928,102,10,399.95428764791785,2789.005081900011
278,tilapia,24.267226669762508,99,10,400.09723663027074,2778.8845379482013
279,tilapia,23.252562933557904,104,10,400.0400430382472,2784.32515227593
280,tilapia,23.87978393542855,102,11,399.4274104647762,2780.304523038757
281,tilapia,24.14685075822163,99,10,399.5488241892263,2780.1912436498947
282,tilapia,23.945416323823917,104,10,400.62784851995207,2782.9156509905065
283,tilapia,24.795139034743737,100,9,400.58225287872267,2787.0862785543213
284,tilapia,24.36500807319292,101,10,399.68763165129883,2781.3838622688318
285,tilapia,23.98399157450023,100,11,399.87162422303584,2790.1434578245617
286,tilapia,23.63222391701567,98,10,400.0191391143001,2788.9262548234015
287,tilapia,24.342594513083842,98,11,401.1028139087399,2786.282137297549
288,tilapia,24.382817693718017,98,9,400.0792040911709,2787.194935291277
289,tilapia,23.573199171365285,99,11,398.63541433839777,2788.445999957121
290,tilapia,23.578410556533452,100,11,400.21508852538585,2786.8693040638573
291,tilapia,23.603460668114813,99,9,400.20985181843855,2773.439781943548
292,tilapia,23.84235180404299,95,10,401.1834740129491,2781.8124272620257
293,tilapia,23.492993517212685,103,8,399.92620371394565,2784.011901068516
294,tilapia,24.176084008661963,95,10,398.8151555927176,2782.084019366258
295,tilapia,24.411764353557917,100,10,400.79424790388475,2777.751348851704
296,tilapia,24.71428166873611,101,10,400.4879135336023,2781.088359664355
297,tilapia,24.52390580158624,102,9,397.8865476874116,2781.751354089369
298,tilapia,23.701897491014215,98,9,400.85018242847025,2786.3974387245285
299,tilapia,23.87626716655642,100,10,399.677681245049,2772.118859684445
300,tilapia,23.629951448846665,100,12,400.55103798170705,2780.4877740190555
301,tilapia,23.069376085495794,98,10,399.38957994260323,2787.844909776532
302,tilapia,23.10451150612947,97,11,400.09364699002134,2781.2991929442674
303,tilapia,24.510081677188474,104,10,399.704740222646,2783.4283101098104
304,tilapia,24.14871728305296,101,10,399.46568093515754,2788.5563626164503
305,tilapia,23.9954529851558,105,9,400.997569438554,2785.9588072939237
306,tilapia,23.405956818821075,101,12,400.1705876092453,2774.114407305512
307,tilapia,24.61668403331834,101,10,400.0174421048059,2777.987719451742
308,tilapia,24.0594205370961,98,8,398.4552099092632,2785.5914911649966
309,tilapia,23.90020580065694,106,11,399.84757194825096,2784.503407461579
310,tilapia,24.304861376968432,96,11,400.77927124251,2779.831400443576
311,tilapia,24.29521908408149,105,11,399.2793084258891,2785.9839351324867
312,tilapia,24.321201779762255,103,12,399.86293358766625,2774.2331299846264
313,tilapia,23.52533728667006,99,8,400.86172803182404,2788.439818966946
314,tilapia,23.244695236208372,96,11,401.98690112609574,2785.6506355707616
315,tilapia,24.023098512987286,95,10,399.9091747828678,2772.775063633746
316,tilapia,24.316405477444185,96,11,399.9987819155678,2777.6635851305414
317,tilapia,22.85130098955592,98,11,402.0619634829531,2778.668064352684
318,tilapia,23.67572558537145,100,11,400.0337936514098,2789.0206173301253
319,tilapia,23.784319013112285,98,11,400.2728315964929,2781.423704864703
320,tilapia,24.03766280283132,98,9,400.828217099705,2790.934299618569
321,tilapia,23.464637167682632,97,12,398.65056996238803,2778.591321507484
322,tilapia,23.23400118188504,102,9,399.82782508730565,2779.1629378776765
323,tilapia,24.61696583606072,101,9,399.83747539410257,2781.0999656892136
324,tilapia,23.531197317540766,100,12,400.13133761333876,2780.0097789044016
325,tilapia,24.486674824537623,100,11,401.06684500518213,2784.394568491177
326,tilapia,23.308385692259485,98,11,400.6280625886114,2780.9487068743697
327,tilapia,23.365401773606077,99,10,398.92734929331414,2774.7420379512687
328,tilapia,23.46061075149212,103,9,400.7720455220773,2783.777357594977
329,tilapia,24.127837991340225,102,9,399.51163190417304,2789.419306568801
330,tilapia,23.012598823689807,105,10,397.60134960926916,2786.4334052882823
331,tilapia,24.884154644472503,99,11,401.5499185900294,2783.2298265705717
332,tilapia,24.010182861625736,97,10,398.6230353680854,2783.9668618265036
333,tilapia,23.778803160800464,100,12,400.44174471004743,2776.178685045518
334,tilapia,22.98277028645476,101,9,400.61470242234174,2781.5319921159376
335,tilapia,22.860970637281586,100,9,400.0302152979099,2777.4275127432106
336,tilapia,24.32841691339431,98,11,399.92848631970793,2786.8987739987715
337,tilapia,23.677328229544226,96,10,400.75662882447983,2781.0539950704597
338,tilapia,24.436145796768407,100,12,400.10403953959764,2777.372920502544
339,tilapia,23.01464408229987,99,11,400.14805465580764,2776.589283930895
340,tilapia,24.012700404576545,95,11,400.48820019763394,2779.365118066652
341,tilapia,23.329204966842852,96,10,400.93246007496055,2780.5839413300796
342,tilapia,24.14947215376045,98,10,399.3346159684934,2791.424331133254
343,tilapia,23.272849996714697,99,11,400.8143468969178,2782.02044753057
344,tilapia,24.095305593807538,101,11,401.02374821813623,2772.920845610053
345,tilapia,23.365166306888117,98,11,400.2524464593291,2774.943131143447
346,tilapia,23.701462945487123,101,12,400.0656781258362,2777.7152922235923
347,tilapia,23.702434351656226,98,9,401.0390665524973,2779.003085462579
348,tilapia,23.437254999313073,100,9,399.7607262449091,2789.603380599713
349,tilapia,23.610072340530397,100,12,400.78023689007387,2781.7547259526777
350,tilapia,23.516065287558266,92,10,399.1200526749628,2782.570741689782
351,tilapia,23.464679338080938,107,9,401.38616278952645,2777.659547396431
352,tilapia,23.70975735178814,94,10,399.7448253878093,2780.8295377417403
353,tilapia,23.913394250728988,100,9,399.2985894336095,2778.118090068601
354,tilapia,23.502301632216795,100,11,400.76818890324734,2795.2325956417085
355,tilapia,23.726246055260127,102,12,400.34254124059595,2782.832457251293
356,tilapia,23.93689281523952,98,9,400.3876451660999,2780.3649063356834
357,tilapia,24.288008288642466,98,9,400.7940106025462,2788.386732028726
358,tilapia,24.17671173209243,103,9,400.6949335659223,2776.9456465954922
359,tilapia,23.850552823170556,99,10,400.3210609610411,2785.881470593535
360,tilapia,24.343296296519878,101,10,399.1630093958401,2784.9449947681105
361,tilapia,23.770721726165075,97,10,399.91799465028805,2786.398143410597
362,tilapia,23.68620704983783,104,10,399.27114640117145,2782.6137648930953
363,tilapia,23.87681269856599,101,10,399.72167889914596,2786.712092050637
364,tilapia,24.176373000252838,100,9,399.596917425671,2780.4814597989416
365,tilapia,23.622855425551712,105,11,399.14212556989963,2781.598550365646
366,tilapia,23.95594852264894,100,11,400.6006303562791,2782.6018987828807
367,tilapia,25.63045659658152,97,9,399.3873506239191,2776.817624364403
368,tilapia,24.147884757078575,103,11,400.2205245127199,2779.8574883646756
369,tilapia,23.592111695182773,100,9,399.65736377736,2779.1466275364032
370,tilapia,23.74394184112331,98,11,399.75270506053823,2786.8937212879005
371,tilapia,24.263634975920073,99,12,401.34219891458076,2777.184916938082
372,tilapia,24.169644127579957,106,10,400.7988997102767,2789.652639431474
373,tilapia,24.182199445624363,100,11,400.50922516498196,2790.218237406922
374,tilapia,23.505355458425143,108,10,399.8585305206547,2797.352770188152
375,tilapia,24.563825952234755,100,9,399.39916952066517,2792.199539465533
376,tilapia,23.726276149511616,107,11,399.007279929455,2780.94825914108
377,tilapia,24.933649401857636,101,9,400.4553742570293,2783.6447669383265
378,tilapia,23.658095500804862,94,10,397.5821990215691,2779.7321529151236
379,tilapia,23.572576921664012,105,11,401.4717225036474,2779.7126320134694
380,tilapia,23.91042806928305,102,10,400.70085840350185,2780.278404420064
381,tilapia,23.536709176986054,100,11,399.9989073045593,2778.5828443822334
382,tilapia,23.92434523303494,103,9,400.6439238476989,2784.3250240084526
383,tilapia,24.435198733716142,100,10,400.61596491984534,2777.9107903510353
384,tilapia,23.81829415723814,101,9,400.78094794722983,2778.3611830414775
385,tilapia,23.46052193157062,98,10,400.1657425604329,2794.5529443914033
386,tilapia,23.924047413978595,103,8,400.75132370722935,2786.6038524094224
387,tilapia,23.48419314377252,98,10,400.6969565637207,2784.6513592740034
388,tilapia,24.27122515251294,93,10,399.45441695263344,2789.181374810713
389,tilapia,23.468069929693073,104,11,400.34842625522765,2787.531010746707
390,tilapia,23.303551250535772,102,11,399.0544019340546,2779.602507956847
391,tilapia,23.05062612278931,104,11,399.7908235959116,2781.2554449635845
392,tilapia,23.95402722511359,107,9,399.0509502905532,2775.271807004985
